ID_MUNICIPIO,ID_SETOR_CENSITARIO,PRM_00_04,PRM_05_09,PRM_10_14,PRM_15_19,PRM_20_24,PRM_25_29,PRM_30_34,PRM_35_39,PRM_40_44,PRM_45_49,PRM_50_54,PRM_55_59,PRM_60_64,PRM_65_69,PRM_70_74,PRM_75_79,PRM_80_84,PRM_85_89,PRM_90_94,PRM_95_99,PRM_100,PRF_00_04,PRF_05_09,PRF_10_14,PRF_15_19,PRF_20_24,PRF_25_29,PRF_30_34,PRF_35_39,PRF_40_44,PRF_45_49,PRF_50_54,PRF_55_59,PRF_60_64,PRF_65_69,PRF_70_74,PRF_75_79,PRF_80_84,PRF_85_89,PRF_90_94,PRF_95_99,PRF_100,PIA_M,PIA_F,PIA_T,RS_00_04,RS_05_09,RS_10_14,RS_15_19,RS_20_24,RS_25_29,RS_30_34,RS_35_39,RS_40_44,RS_45_49,RS_50_54,RS_55_59,RS_60_64,RS_65_69,RS_70_74,RS_75_79,RS_80_84,RS_85_89,RS_90_94,RS_95_99,RS_100,IE_M,IE_F,DR_CLASSE_AB,DR_CLASSE_C,DR_CLASSE_D,DR_CLASSE_E,RR_CLASSE_A,RR_CLASSE_B,RR_CLASSE_C,RR_CLASSE_D,RR_CLASSE_E
3531506,353150605000001,19,22,29,33,27,33,20,31,33,23,23,25,17,21,21,14,6,2,0,0,0,14,19,21,28,35,34,19,26,31,22,30,30,21,28,20,14,12,9,1,1,0,0.6641604010025063,0.6650602409638554,0.6646191646191646,1.36,1.16,1.38,1.18,0.77,0.97,1.05,1.19,1.06,1.05,0.77,0.83,0.81,0.75,1.05,1.0,0.5,0.22,0.0,0.0,,0.9142857142857143,1.5740740740740742,2,13,50,217,1,6,19,74,152
3531506,353150605000002,5,16,18,19,31,20,6,18,16,19,20,21,22,8,9,6,8,2,2,0,0,7,11,16,28,17,26,22,21,18,25,20,23,20,10,15,13,14,2,0,0,0,0.7218045112781954,0.7142857142857143,0.7177700348432056,0.71,1.45,1.12,0.68,1.82,0.77,0.27,0.86,0.89,0.76,1.0,0.91,1.1,0.8,0.6,0.46,0.57,1.0,,,,0.8974358974358975,1.588235294117647,4,9,54,136,2,4,12,38,102
3531506,353150605000003,6,10,17,13,21,20,15,11,20,20,20,11,15,15,11,8,9,6,3,0,0,16,14,13,15,23,31,17,13,21,26,23,20,14,20,9,10,12,6,2,1,0,0.6613545816733067,0.6633986928104575,0.6624775583482945,0.38,0.71,1.31,0.87,0.91,0.65,0.88,0.85,0.95,0.77,0.87,0.55,1.07,0.75,1.22,0.8,0.75,1.0,1.5,0.0,,1.5757575757575757,1.3953488372093024,8,26,64,90,9,12,40,57,65
3531506,353150605000004,14,18,18,15,21,24,28,17,20,23,25,22,20,15,10,7,2,2,1,0,0,14,16,17,21,24,27,19,19,22,29,27,24,13,21,9,7,3,4,5,1,0,0.7119205298013245,0.6987577639751553,0.7051282051282052,1.0,1.12,1.06,0.71,0.88,0.89,1.47,0.89,0.91,0.79,0.93,0.92,1.54,0.71,1.11,1.0,0.67,0.5,0.2,0.0,,0.74,1.0638297872340425,17,26,74,86,8,9,33,48,64
3531506,353150605000005,17,16,25,27,38,37,29,20,24,23,33,24,24,14,19,11,9,2,3,0,0,9,16,24,24,30,31,33,30,26,33,36,23,27,19,24,14,13,10,4,0,0,0.7063291139240506,0.687793427230047,0.6967113276492083,1.89,1.0,1.04,1.12,1.27,1.19,0.88,0.67,0.92,0.7,0.92,1.04,0.89,0.74,0.79,0.79,0.69,0.2,0.75,,,1.0,1.7142857142857142,3,12,65,207,3,8,28,83,154
3531506,353150605000006,32,36,43,43,40,63,45,36,40,27,27,31,29,19,8,13,1,0,0,0,0,24,22,30,42,48,46,42,36,43,32,32,39,23,12,15,19,13,3,3,0,0,0.7148217636022514,0.7309160305343512,0.7228003784295175,1.33,1.64,1.43,1.02,0.83,1.37,1.07,1.0,0.93,0.84,0.84,0.79,1.26,1.58,0.53,0.68,0.08,0.0,0.0,,,0.36936936936936937,0.8552631578947368,1,2,45,306,0,0,9,45,223
3531506,353150605000007,12,16,19,29,34,26,24,18,19,29,23,16,17,7,5,4,3,0,0,0,0,19,22,24,25,31,27,18,19,24,30,20,16,11,9,4,6,3,1,1,0,0,0.7807308970099668,0.7129032258064516,0.7463175122749591,0.63,0.73,0.79,1.16,1.1,0.96,1.33,0.95,0.79,0.97,1.15,1.0,1.55,0.78,1.25,0.67,1.0,0.0,0.0,,,0.40425531914893614,0.36923076923076925,0,2,15,170,0,0,10,51,120
3531506,353150605000008,34,34,48,46,52,40,29,47,37,38,30,20,22,15,11,6,6,1,0,0,0,25,28,34,50,44,42,42,37,39,31,38,25,16,24,9,6,4,3,1,0,0,0.6996124031007752,0.7309236947791165,0.7149901380670611,1.36,1.21,1.41,0.92,1.18,0.95,0.69,1.27,0.95,1.23,0.79,0.8,1.38,0.62,1.22,1.0,1.5,0.33,0.0,,,0.33620689655172414,0.5402298850574713,0,0,11,314,0,0,2,66,234
3531506,353150605000009,38,31,53,38,45,51,51,25,32,39,27,24,19,5,7,10,0,2,0,0,0,43,35,42,39,51,36,42,36,33,34,31,22,17,16,10,1,6,3,2,1,0,0.7062374245472837,0.682,0.6940822467402207,0.88,0.89,1.26,0.97,0.88,1.42,1.21,0.69,0.97,1.15,0.87,1.09,1.12,0.31,0.7,10.0,0.0,0.67,0.0,0.0,,0.19672131147540983,0.325,0,1,14,279,0,1,0,28,205
3531506,353150605000010,31,34,38,55,49,46,44,33,21,26,25,19,26,14,13,6,8,2,1,0,0,41,38,29,36,42,39,32,27,33,26,28,27,21,17,19,10,13,5,1,0,0,0.7006109979633401,0.6425619834710744,0.6717948717948717,0.76,0.89,1.31,1.53,1.17,1.18,1.38,1.22,0.64,1.0,0.89,0.7,1.24,0.82,0.68,0.6,0.62,0.4,1.0,,,0.42718446601941745,0.6018518518518519,5,7,36,257,5,3,18,63,204
3531506,353150605000011,17,21,26,59,29,35,27,16,19,32,31,27,20,21,10,15,8,5,2,0,0,8,14,18,13,39,29,23,23,24,32,32,34,18,19,26,17,16,2,4,0,0,0.7023809523809523,0.6828644501278772,0.6929716399506781,2.12,1.5,1.44,4.54,0.74,1.21,1.17,0.7,0.79,1.0,0.97,0.79,1.11,1.11,0.38,0.88,0.5,2.5,0.5,,,0.953125,2.1,4,20,79,174,2,16,44,91,115
3531506,353150605000012,37,25,34,29,35,31,29,34,31,26,11,15,14,5,6,6,2,3,0,0,0,26,18,38,34,32,34,27,38,29,23,13,11,11,9,4,3,5,4,0,0,0,0.6836461126005362,0.7019498607242339,0.6926229508196722,1.42,1.39,0.89,0.85,1.09,0.91,1.07,0.89,1.07,1.13,0.85,1.36,1.27,0.56,1.5,2.0,0.4,0.75,,,,0.22916666666666666,0.3048780487804878,1,1,20,199,1,0,8,54,154
3531506,353150605000013,34,27,35,29,37,26,30,34,25,19,15,5,13,7,7,5,3,1,0,0,0,25,23,35,31,34,27,27,24,21,16,16,14,6,8,5,5,2,0,0,0,0,0.6619318181818182,0.677115987460815,0.669150521609538,1.36,1.17,1.0,0.94,1.09,0.96,1.11,1.42,1.19,1.19,0.94,0.36,2.17,0.88,1.4,1.0,1.5,,,,,0.23958333333333334,0.24096385542168675,0,0,5,167,0,1,4,27,130
3531506,353150605000014,14,17,32,48,26,21,23,25,27,28,33,8,9,4,4,3,1,0,0,0,0,20,26,34,32,35,19,27,28,29,26,20,13,14,9,8,3,3,0,0,0,0,0.7678018575851393,0.7023121387283237,0.7339312406576981,0.7,0.65,0.94,1.5,0.74,1.11,0.85,0.89,0.93,1.08,1.65,0.62,0.64,0.44,0.5,1.0,0.33,,,,,0.19047619047619047,0.2875,0,1,14,180,0,0,2,29,121
3531506,353150605000015,29,32,43,30,38,39,24,29,34,20,24,31,17,7,12,14,6,1,0,0,0,16,17,30,29,39,34,28,33,28,36,34,13,19,11,22,12,4,0,0,1,0,0.6651162790697674,0.7216748768472906,0.6925837320574163,1.81,1.88,1.43,1.03,0.97,1.15,0.86,0.88,1.21,0.56,0.71,2.38,0.89,0.64,0.55,1.17,1.5,,,0.0,,0.38461538461538464,0.7936507936507936,0,1,25,253,0,0,8,59,194
3531506,353150605000016,31,39,31,29,26,32,37,35,24,25,26,13,9,10,5,6,2,0,0,0,0,23,30,23,25,33,35,39,43,28,17,21,16,10,11,9,4,4,2,0,1,0,0.6736842105263158,0.713903743315508,0.6936339522546419,1.35,1.3,1.35,1.16,0.79,0.91,0.95,0.81,0.86,1.47,1.24,0.81,0.9,0.91,0.56,1.5,0.5,0.0,,0.0,,0.22772277227722773,0.40789473684210525,0,4,39,186,0,1,9,52,120
3531506,353150605000017,36,23,30,29,30,23,33,30,35,34,20,17,18,13,13,6,1,2,0,0,0,21,17,22,29,25,31,30,38,46,27,23,16,19,15,11,8,1,6,0,0,0,0.6844783715012722,0.7376623376623377,0.7107969151670951,1.71,1.35,1.36,1.0,1.2,0.74,1.1,0.79,0.76,1.26,0.87,1.06,0.95,0.87,1.18,0.75,1.0,0.33,,,,0.39325842696629215,0.6833333333333333,9,22,90,137,5,15,49,74,92
3531506,353150605000018,30,27,35,37,47,30,27,20,40,26,20,18,11,8,7,6,0,0,0,0,0,17,33,47,33,38,32,23,24,34,19,22,16,11,8,3,5,6,1,0,0,0,0.7095115681233933,0.6774193548387096,0.6938239159001314,1.76,0.82,0.74,1.12,1.24,0.94,1.17,0.83,1.18,1.37,0.91,1.12,1.0,1.0,2.33,1.2,0.0,0.0,,,,0.22826086956521738,0.23711340206185566,0,1,11,195,1,0,5,32,159
3531506,353150605000019,6,11,10,10,14,10,10,10,10,9,9,5,5,2,1,1,2,0,1,0,0,13,11,8,14,10,8,14,4,12,4,13,3,3,2,1,3,1,0,0,0,0,0.7301587301587301,0.6854838709677419,0.708,0.46,1.0,1.25,0.71,1.4,1.25,0.71,2.5,0.83,2.25,0.69,1.67,1.67,1.0,1.0,0.33,2.0,,,,,0.25925925925925924,0.21875,0,1,5,70,0,1,3,19,53
3531506,353150605000021,13,14,13,19,16,21,13,20,14,7,9,8,7,7,2,2,0,0,0,0,0,5,15,16,12,9,24,10,14,9,7,5,9,2,7,0,4,0,0,0,0,0,0.7243243243243244,0.6824324324324325,0.7057057057057057,2.6,0.93,0.81,1.58,1.78,0.88,1.3,1.43,1.56,1.0,1.8,0.89,3.5,1.0,,0.5,,,,,,0.275,0.3055555555555556,1,0,3,95,0,1,0,12,60
3531506,353150605000022,25,22,25,39,24,44,34,39,34,18,22,14,23,9,7,4,6,1,0,0,0,28,25,33,22,31,30,43,39,38,33,19,16,19,13,8,6,1,1,0,0,0,0.7461538461538462,0.7160493827160493,0.730817610062893,0.89,0.88,0.76,1.77,0.77,1.47,0.79,1.0,0.89,0.55,1.16,0.88,1.21,0.69,0.88,0.67,6.0,1.0,,,,0.375,0.3372093023255814,0,6,47,207,1,1,21,78,130
3531506,353150605000023,38,28,34,43,43,41,39,44,37,21,24,14,14,6,6,3,0,0,0,0,0,26,21,37,46,42,32,35,40,31,31,17,12,11,6,5,5,1,0,0,0,0,0.735632183908046,0.7462311557788944,0.7406962785114045,1.46,1.33,0.92,0.93,1.02,1.28,1.11,1.1,1.19,0.68,1.41,1.17,1.27,1.0,1.2,0.6,0.0,,,,,0.15,0.20238095238095238,0,1,14,239,0,1,4,59,177
3531506,353150605000024,26,27,32,19,30,32,27,25,22,20,11,14,10,6,5,3,2,0,0,0,0,15,26,22,21,39,29,26,18,19,21,15,17,5,6,2,3,1,1,0,0,0,0.6752411575562701,0.7342657342657343,0.7035175879396985,1.73,1.04,1.45,0.9,0.77,1.1,1.04,1.39,1.16,0.95,0.73,0.82,2.0,1.0,2.5,1.0,2.0,0.0,,,,0.18823529411764706,0.20634920634920634,0,0,6,162,0,0,1,19,117
3531506,353150605000025,20,26,43,49,58,34,32,23,44,37,28,18,11,9,13,1,4,0,0,0,0,31,23,43,58,29,35,27,35,39,38,26,19,11,17,9,3,3,0,0,0,0,0.7422222222222222,0.7107623318385651,0.7265625,0.65,1.13,1.0,0.84,2.0,0.97,1.19,0.66,1.13,0.97,1.08,0.95,1.0,0.53,1.44,0.33,1.33,,,,,0.30337078651685395,0.32989690721649484,0,0,5,245,0,0,0,18,180
